GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED,StatementCoverage,BranchCoverage,ComplexCOverage,d^2ofT and U,d^2ofT and V,d^2ofU and V,rank_Statement,rank_Branch,rank_Complex
Apache Commons Collections,org.apache.commons.collections4.keyvalue,TiedMapEntry,3,106,5,17,1,21,5,13,0,7,0.972477064,0.772727273,18,24806.25,15006.25,78400,249,91.5,371.5
Apache Commons Collections,org.apache.commons.collections4.keyvalue,AbstractMapEntry,0,70,1,19,0,13,1,13,0,4,1,0.95,14,1980.25,2070.25,1,366.5,322,321
Apache Commons Collections,org.apache.commons.collections4.keyvalue,UnmodifiableMapEntry,0,24,0,0,0,7,0,4,0,4,1,0.81,4,35910.25,62250.25,3600,366,176.5,116.5
Apache Commons Collections,org.apache.commons.collections4.keyvalue,AbstractKeyValue,0,44,0,0,0,17,0,6,0,6,1,0.81,6,35910.25,35910.25,0,365.5,176,176
Apache Commons Collections,org.apache.commons.collections4.keyvalue,MultiKey,0,195,0,12,0,37,0,20,0,14,1,1,20,1056.25,506.25,100,365,397.5,387.5
Apache Commons Collections,org.apache.commons.collections4.keyvalue,DefaultMapEntry,0,19,0,0,0,6,0,3,0,3,1,0.81,3,35721,78961,8464,364.5,175.5,83.5
Apache Commons Collections,org.apache.commons.collections4.keyvalue,DefaultKeyValue,3,111,5,19,1,24,5,16,0,9,0.973684211,0.791666667,21,24336,20022.25,88506.25,252,96,393.5
Apache Commons Collections,org.apache.commons.collections4.keyvalue,AbstractMapEntryDecorator,11,36,2,2,3,11,3,7,1,7,0.765957447,0.5,10,3600,27060.25,50400.25,96,36,260.5
Apache Commons Collections,org.apache.commons.collections4.splitmap,TransformedSplitMap,24,94,3,5,7,23,5,10,2,9,0.796610169,0.625,15,2652.25,49506.25,75076,107,55.5,329.5
Apache Commons Collections,org.apache.commons.collections4.splitmap,AbstractIterableGetMapDecorator,22,61,2,2,5,18,5,13,3,13,0.734939759,0.5,18,2162.25,80089,108570.25,82,35.5,365
Apache Commons Collections,org.apache.commons.collections4.collection,AbstractCollectionDecorator,3,84,0,2,2,23,1,18,1,17,0.965517241,1,19,24964,19600,324,234,392,374
Apache Commons Collections,org.apache.commons.collections4.collection,TransformedCollection,0,103,1,7,0,21,1,10,0,7,1,0.875,11,8930.25,6162.25,256,359,264.5,280.5
Apache Commons Collections,org.apache.commons.collections4.collection,IndexedCollection,6,207,1,21,1,55,2,25,1,15,0.971830986,0.954545455,27,5112.25,28056.25,9216,244,315.5,411.5
Apache Commons Collections,org.apache.commons.collections4.collection,UnmodifiableBoundedCollection,29,75,5,9,7,21,7,13,2,11,0.721153846,0.642857143,20,324,93025,104329,76,58,381
Apache Commons Collections,org.apache.commons.collections4.collection,PredicatedCollection,0,94,0,8,0,20,0,11,0,7,1,1,11,1024,5852.25,11772.25,356.5,388.5,280
Apache Commons Collections,org.apache.commons.collections4.collection,CompositeCollection,50,337,1,41,14,83,7,39,6,19,0.870801034,0.976190476,46,29241,84100,14161,146,317,436
Apache Commons Collections,org.apache.commons.collections4.collection,SynchronizedCollection,10,230,3,9,2,49,3,23,0,20,0.958333333,0.75,26,18906.25,35910.25,106929,217.5,80,407
Apache Commons Collections,org.apache.commons.collections4.collection,PredicatedCollection.Builder,50,138,8,10,12,36,9,14,2,12,0.734042553,0.555555556,23,1190.25,99225,122150.25,80,45.5,395
Apache Commons Collections,org.apache.commons.collections4.collection,UnmodifiableCollection,0,45,0,2,0,13,0,10,0,9,1,1,10,1024,8649,15625,353,385,260
Apache Commons Collections,org.apache.commons.collections4.comparators,TransformingComparator,14,101,9,13,0,22,7,9,0,5,0.87826087,0.590909091,16,9604,37056.25,84390.25,147,49,339.5
Apache Commons Collections,org.apache.commons.collections4.comparators,FixedOrderComparator.new Object() {...},3,23,0,0,0,1,0,1,0,1,0.884615385,0.81,1,306.25,20449,25760.25,149.5,167,6.5
Apache Commons Collections,org.apache.commons.collections4.comparators,ReverseComparator,8,46,2,6,3,12,3,6,1,4,0.851851852,0.75,9,2970.25,11556.25,26244,132,77.5,239.5
Apache Commons Collections,org.apache.commons.collections4.comparators,BooleanComparator,7,79,1,13,1,17,2,15,1,9,0.918604651,0.928571429,17,14884,28730.25,2256.25,178,300,347.5
Apache Commons Collections,org.apache.commons.collections4.comparators,ComparableComparator,0,33,0,6,0,8,0,9,0,6,1,1,9,1024,11990.25,20022.25,348.5,380.5,239
Apache Commons Collections,org.apache.commons.collections4.comparators,FixedOrderComparator.UnknownObjectBehavior,0,34,0,0,0,2,0,1,0,1,1,0.81,1,33306.25,116964,25440.25,348,165.5,6
Apache Commons Collections,org.apache.commons.collections4.comparators,FixedOrderComparator,63,320,22,44,6,57,20,26,0,12,0.835509138,0.666666667,46,4160.25,92112.25,135424,123,58.5,426.5
Apache Commons Collections,org.apache.commons.collections4.comparators,NullComparator,33,73,8,16,6,17,10,9,3,4,0.688679245,0.666666667,19,36,90300.25,93942.25,64,58,364.5
Apache Commons Collections,org.apache.commons.collections4.comparators,ComparatorChain,70,219,15,27,19,58,18,21,6,12,0.757785467,0.642857143,39,930.25,108241,129240.25,86,55.5,415
Apache Commons Collections,org.apache.commons.collections4.properties,SortedProperties,0,35,0,2,0,8,0,3,0,2,1,1,3,992.25,69432.25,87025,344.5,376,81
Apache Commons Collections,org.apache.commons.collections4.sequence,KeepCommand,0,9,0,0,0,4,0,2,0,2,1,0.81,2,33124,93942.25,15500.25,344,162,37.5
Apache Commons Collections,org.apache.commons.collections4.sequence,DeleteCommand,0,9,0,0,0,4,0,2,0,2,1,0.81,2,33124,93942.25,15500.25,343.5,161.5,37
Apache Commons Collections,org.apache.commons.collections4.sequence,SequencesComparator,5,558,3,79,1,79,3,44,0,6,0.991119005,0.963414634,47,3844,32942.25,14280.25,241,303,422.5
Apache Commons Collections,org.apache.commons.collections4.sequence,SequencesComparator.Snake,0,21,0,0,0,8,0,4,0,4,1,0.81,4,32761,53824,2601,342,161,110
Apache Commons Collections,org.apache.commons.collections4.sequence,ReplacementsFinder,65,0,4,0,17,0,6,0,4,0,0,0,6,20.25,27060.25,25600,4,8.5,168.5
Apache Commons Collections,org.apache.commons.collections4.sequence,EditCommand,0,9,0,0,0,4,0,2,0,2,1,0.81,2,32761,92416,15129,340.5,159.5,36.5
Apache Commons Collections,org.apache.commons.collections4.sequence,InsertCommand,0,9,0,0,0,4,0,2,0,2,1,0.81,2,32761,92416,15129,340,159,36
Apache Commons Collections,org.apache.commons.collections4.sequence,EditScript,3,69,0,2,1,19,1,7,1,6,0.958333333,1,8,25760.25,2.25,25281,208,368.5,209.5
Apache Commons Collections,org.apache.commons.collections4.trie.analyzer,StringKeyAnalyzer,15,174,10,24,4,36,11,14,1,7,0.920634921,0.705882353,25,13110.25,43264,104006.25,177,62.5,385
Apache Commons Collections,org.apache.commons.collections4.bag,AbstractMapBag,15,624,8,74,3,163,8,60,0,27,0.976525822,0.902439024,68,1225,36100,24025,234,269,424
Apache Commons Collections,org.apache.commons.collections4.bag,PredicatedBag,0,55,0,4,0,11,0,11,0,9,1,1,11,870.25,4900,9900.25,336.5,366,266.5
Apache Commons Collections,org.apache.commons.collections4.bag,SynchronizedBag,5,98,0,2,2,19,1,10,1,9,0.951456311,1,11,27390.25,4356,9900.25,200,365.5,266
Apache Commons Collections,org.apache.commons.collections4.bag,AbstractMapBag.BagIterator,4,112,1,13,1,26,1,10,0,4,0.965517241,0.928571429,11,4761,2209,484,218.5,287.5,265.5
Apache Commons Collections,org.apache.commons.collections4.bag,PredicatedSortedBag,0,27,0,0,0,7,0,6,0,6,1,0.81,6,31152.25,28224,72.25,334,157.5,166
Apache Commons Collections,org.apache.commons.collections4.bag,AbstractSortedBagDecorator,7,16,0,0,3,5,2,4,2,4,0.695652174,0.81,6,8464,10100.25,72.25,65,157,165.5
Apache Commons Collections,org.apache.commons.collections4.bag,UnmodifiableSortedBag,12,61,0,2,3,19,3,12,3,11,0.835616438,1,15,59049,36100,2809,119,362,309
Apache Commons Collections,org.apache.commons.collections4.bag,SynchronizedBag.SynchronizedBagSet,0,8,0,0,0,3,0,1,0,1,1,0.81,1,30625,106276,22801,331.5,156.5,5.5
Apache Commons Collections,org.apache.commons.collections4.bag,AbstractBagDecorator,9,39,0,4,3,8,2,9,2,7,0.8125,1,11,63252.25,23409,9702.25,109,360.5,262
Apache Commons Collections,org.apache.commons.collections4.bag,SynchronizedSortedBag,42,9,0,0,9,3,5,2,5,2,0.176470588,0.81,7,21904,31152.25,812.25,8,156,184.5
Apache Commons Collections,org.apache.commons.collections4.bag,TransformedSortedBag,44,23,4,0,8,6,4,5,2,5,0.343283582,0,9,25,45156.25,47306.25,13,8,225.5
Apache Commons Collections,org.apache.commons.collections4.bag,TransformedBag,0,99,1,7,0,18,1,13,0,10,1,0.875,14,7396,1260.25,2550.25,328,242,292.5
Apache Commons Collections,org.apache.commons.collections4.bag,AbstractMapBag.MutableInteger,18,6,4,0,4,3,4,1,2,1,0.25,0,5,4,16256.25,16770.25,9.5,7.5,137
Apache Commons Collections,org.apache.commons.collections4.bag,TreeBag,7,84,0,6,3,21,1,12,1,9,0.923076923,1,13,33672.25,11664,5700.25,172.5,356,280.5
Apache Commons Collections,org.apache.commons.collections4.bag,CollectionBag,11,134,3,21,2,42,3,20,0,11,0.924137931,0.875,23,4489,36864,15625,173.5,240.5,365.5
Apache Commons Collections,org.apache.commons.collections4.bag,CollectionSortedBag,11,134,3,21,2,42,3,20,0,11,0.924137931,0.875,23,4489,36864,15625,173,240,365
Apache Commons Collections,org.apache.commons.collections4.bag,UnmodifiableBag,12,63,0,2,3,20,3,12,3,11,0.84,1,15,56882.25,34782.25,2704,115,353.5,301.5
Apache Commons Collections,org.apache.commons.collections4.bag,HashBag,0,28,0,0,0,11,0,4,0,4,1,0.81,4,28561,46656,2209,322.5,153.5,106.5
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.RangeEntryMap,43,134,10,24,7,30,11,16,1,9,0.757062147,0.705882353,27,400,85849,97969,80,60,373
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.PrefixRangeEntrySet,0,81,0,6,0,15,0,6,0,3,1,1,6,900,25281,35721,321,351,162
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.KeySet.KeyIterator,0,12,0,0,0,2,0,2,0,2,1,0.81,2,28392.25,81796,13806.25,320.5,152,34.5
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.RangeMap,131,152,25,25,16,30,18,21,4,10,0.537102473,0.5,39,16,127806.25,124962.25,28,32,385.5
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.KeySet,0,41,0,2,0,9,0,7,0,6,1,1,7,870.25,19321,28392.25,319,348.5,180
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.TrieIterator,4,101,1,9,1,25,1,10,0,6,0.961904762,0.9,11,2601,3080.25,20.25,199,250,254.5
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.TrieEntry,38,212,8,18,6,35,8,10,0,5,0.848,0.692307692,18,3844,45156.25,75350.25,116,54,328.5
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.RangeEntrySet.EntryIterator,0,48,0,10,0,8,0,8,0,3,1,1,8,870.25,13572.25,21316,316.5,346,200
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.RangeEntrySet,7,171,2,28,2,40,2,19,0,6,0.960674157,0.933333333,21,6400,23716,5476,195,275,349
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.EntrySet,2,62,1,9,1,15,1,10,0,6,0.96875,0.9,11,1640.25,2025,20.25,208,248.5,253
Apache Commons Collections,org.apache.commons.collections4.trie,KeyAnalyzer,21,26,8,6,3,7,8,5,2,4,0.553191489,0.428571429,13,110.25,58081,63252.25,32,21.5,273
Apache Commons Collections,org.apache.commons.collections4.trie,UnmodifiableTrie,27,121,0,4,6,30,5,24,5,22,0.817567568,1,29,56882.25,67860.25,484,104,342.5,364.5
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.Values.ValueIterator,0,12,0,0,0,2,0,2,0,2,1,0.81,2,26732.25,77284,13110.25,312,148.5,34
Apache Commons Collections,org.apache.commons.collections4.trie,PatriciaTrie,7,6,0,0,2,2,1,1,1,1,0.461538462,0.81,2,16129,156.25,13110.25,21,148,33.5
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.EntrySet.EntryIterator,0,11,0,0,0,2,0,2,0,2,1,0.81,2,26569,77006.25,13110.25,310.5,147.5,33
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.PrefixRangeEntrySet.SingletonIterator,26,31,3,3,6,8,3,4,1,3,0.543859649,0.5,7,6.25,22052.25,21316,28,30.5,176.5
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractBitwiseTrie.BasicEntry,23,73,2,10,5,21,4,11,2,7,0.760416667,0.833333333,15,20022.25,44944,4970.25,77,218.5,289
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.TrieMapIterator,4,95,1,11,1,24,1,14,0,9,0.95959596,0.916666667,15,4290.25,9900.25,1156,189,254.5,288.5
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.Reference,7,0,0,0,3,0,2,0,2,0,0,0.81,2,20306.25,841,12882.25,3.5,146,32.5
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.PrefixRangeEntrySet.EntryIterator,0,89,1,9,0,22,1,8,0,4,1,0.9,9,4225,8464,729,306,241,214
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie,571,1298,100,196,130,306,75,124,6,45,0.694489032,0.662162162,199,36,115600,119716,56,50,396
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.PrefixRangeMap,50,265,4,36,8,56,12,23,8,7,0.841269841,0.9,35,17556.25,67081,16002.25,107,239.5,366
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.Values,0,45,0,4,0,13,0,8,0,6,1,1,8,812.25,11881,18906.25,303.5,332,194.5
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractBitwiseTrie,17,113,5,15,4,24,5,15,1,9,0.869230769,0.75,20,3136,44732.25,71556.25,120,64,331.5
Apache Commons Collections,org.apache.commons.collections4.list,NodeCachingLinkedList,10,150,0,12,4,51,2,18,2,12,0.9375,1,20,26896,27060.25,0.25,166.5,330.5,331
Apache Commons Collections,org.apache.commons.collections4.list,TreeList,2,262,2,16,1,53,2,23,0,16,0.992424242,0.888888889,25,576,19460.25,13340.25,208,232,347.5
Apache Commons Collections,org.apache.commons.collections4.list,SetUniqueList.SetListIterator,0,29,0,0,0,10,0,3,0,3,1,0.81,3,24492.25,52670.25,5329,300,143.5,70.5
Apache Commons Collections,org.apache.commons.collections4.list,PredicatedList.PredicatedListIterator,0,25,0,0,0,9,0,3,0,3,1,0.81,3,24492.25,52670.25,5329,299.5,143,70
Apache Commons Collections,org.apache.commons.collections4.list,AbstractSerializableListDecorator,0,19,0,0,0,8,0,3,0,3,1,0.81,3,24492.25,52670.25,5329,299,142.5,69.5
Apache Commons Collections,org.apache.commons.collections4.list,TransformedList,13,134,1,7,2,26,2,18,1,15,0.911564626,0.875,20,4970.25,30800.25,11025,152,222.5,327.5
Apache Commons Collections,org.apache.commons.collections4.list,FixedSizeList,22,70,0,0,7,17,6,16,6,16,0.760869565,0.81,22,4489,67600,37249,75,142,335
Apache Commons Collections,org.apache.commons.collections4.list,FixedSizeList.FixedSizeListIterator,4,7,0,0,2,3,2,1,2,1,0.636363636,0.81,3,9900.25,729,5256.25,42,141.5,69
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedList,28,783,9,91,8,190,10,89,1,48,0.965474723,0.91,99,2500,35721,19321,188,238,377
Apache Commons Collections,org.apache.commons.collections4.list,CursorableLinkedList.SubCursor,0,70,0,4,0,14,0,8,0,6,1,1,8,756.25,10920.25,17424,294.5,322,190
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedList.LinkedListIterator,0,211,0,14,0,50,0,19,0,12,1,1,19,756.25,625,6.25,294,321.5,319
Apache Commons Collections,org.apache.commons.collections4.list,TransformedList.TransformedListIterator,0,27,0,0,0,9,0,3,0,3,1,0.81,3,23256.25,50625,5256.25,293.5,141,68.5
Apache Commons Collections,org.apache.commons.collections4.list,UnmodifiableList,0,83,0,2,0,21,0,17,0,16,1,1,17,729,49,400,293,320,300
Apache Commons Collections,org.apache.commons.collections4.list,AbstractListDecorator,3,77,0,4,2,16,1,16,1,14,0.9625,1,17,18632.25,13572.25,400,183,319.5,299.5
Apache Commons Collections,org.apache.commons.collections4.list,GrowthList,10,90,4,6,2,20,4,8,1,6,0.9,0.6,12,9025,12432.25,42642.25,138.5,43.5,250
Apache Commons Collections,org.apache.commons.collections4.list,CursorableLinkedList.Cursor,11,172,3,23,2,51,3,19,0,9,0.93989071,0.884615385,22,3249,26732.25,11342.25,164,221,327.5
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedList.Node,26,22,0,0,11,10,5,4,5,4,0.458333333,0.81,9,14520.25,35156.25,4489,19,139.5,206.5
Apache Commons Collections,org.apache.commons.collections4.list,CursorableLinkedList,19,218,7,19,8,76,8,25,1,19,0.919831224,0.730769231,33,9409,37056.25,83810.25,151,54,343.5
Apache Commons Collections,org.apache.commons.collections4.list,SetUniqueList,34,284,2,26,5,68,3,31,1,19,0.893081761,0.928571429,34,12996,45582.25,9900.25,132,246,345.5
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedList.LinkedSubList,62,249,5,11,6,57,6,16,1,13,0.800643087,0.6875,22,1521,56644,76729,88,49,326
Apache Commons Collections,org.apache.commons.collections4.list,SetUniqueList.SetListListIterator,0,55,0,2,0,17,0,7,0,6,1,1,7,756.25,13340.25,20449,285.5,313,170
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedList.LinkedSubListIterator,0,69,0,4,0,14,0,8,0,6,1,1,8,756.25,9506.25,15625,285,312.5,187.5
Apache Commons Collections,org.apache.commons.collections4.list,PredicatedList,13,101,0,6,2,21,1,17,1,14,0.885964912,1,18,35721,32761,64,123,312,304
Apache Commons Collections,org.apache.commons.collections4.list,TreeList.AVLNode,53,1051,14,134,16,246,13,95,1,32,0.951992754,0.905405405,108,3721,37636,17689,169,230,363
Apache Commons Collections,org.apache.commons.collections4.list,LazyList,30,54,2,6,6,15,3,5,1,3,0.642857143,0.75,8,361,21170.25,16002.25,41.5,60.5,187
Apache Commons Collections,org.apache.commons.collections4.list,TreeList.TreeListIterator,4,246,1,21,1,56,1,21,0,11,0.984,0.954545455,22,3249,16770.25,5256.25,192,249,321.5
Apache Commons Collections,org.apache.commons.collections4.functors,ComparatorPredicate,25,80,3,17,3,23,3,13,0,4,0.761904762,0.85,16,18769,45369,5776,72,209,285
Apache Commons Collections,org.apache.commons.collections4.functors,MapTransformer,3,20,0,2,1,7,1,4,1,3,0.869565217,1,5,37442.25,132.25,33124,114,307.5,125.5
Apache Commons Collections,org.apache.commons.collections4.functors,ExceptionPredicate,0,14,0,0,0,4,0,4,0,4,1,0.81,4,20306.25,33306.25,1600,278.5,136,96
Apache Commons Collections,org.apache.commons.collections4.functors,PrototypeFactory.PrototypeSerializationFactory,8,53,0,2,4,17,0,3,0,2,0.868852459,1,3,37249,2025,56644,113,306,68
Apache Commons Collections,org.apache.commons.collections4.functors,InstantiateTransformer,32,86,10,14,8,19,10,8,0,6,0.728813559,0.583333333,18,441,55460.25,65792.25,63,42,298.5
Apache Commons Collections,org.apache.commons.collections4.functors,OrPredicate,13,38,1,7,1,8,2,6,1,3,0.745098039,0.875,8,21170.25,13924,756.25,65.5,211,183.5
Apache Commons Collections,org.apache.commons.collections4.functors,NotNullPredicate,0,15,0,2,0,4,0,5,0,4,1,1,5,812.25,23104,32580.25,275,303.5,123
Apache Commons Collections,org.apache.commons.collections4.functors,FactoryTransformer,3,22,0,2,1,7,1,4,1,3,0.88,1,5,35721,72.25,32580.25,114,303,122.5
Apache Commons Collections,org.apache.commons.collections4.functors,NonePredicate,0,55,0,8,0,14,0,8,0,4,1,1,8,841,8556.25,14762.25,273.5,302.5,181
Apache Commons Collections,org.apache.commons.collections4.functors,ComparatorPredicate.Criterion,0,54,0,0,0,2,0,1,0,1,1,0.81,1,19182.25,71824,16770.25,273,134.5,5
Apache Commons Collections,org.apache.commons.collections4.functors,ForClosure,6,39,0,8,2,12,2,7,2,3,0.866666667,1,9,36481,7225,11236,110,301,195
Apache Commons Collections,org.apache.commons.collections4.functors,StringValueTransformer,0,12,0,0,0,4,0,4,0,4,1,0.81,4,18906.25,31684,1640.25,271.5,134,93.5
Apache Commons Collections,org.apache.commons.collections4.functors,WhileClosure,9,51,0,8,3,15,3,7,3,3,0.85,1,10,39800.25,11990.25,8100,100,299.5,209.5
Apache Commons Collections,org.apache.commons.collections4.functors,UniquePredicate,0,17,0,0,0,5,0,3,0,3,1,0.81,3,18632.25,41412.25,4489,270,133.5,66.5
Apache Commons Collections,org.apache.commons.collections4.functors,ChainedTransformer,4,78,0,10,1,19,1,10,1,5,0.951219512,1,11,19881,4422.25,5550.25,157,298,223.5
Apache Commons Collections,org.apache.commons.collections4.functors,TransformerClosure,3,21,0,2,1,8,1,4,1,3,0.875,1,5,35344,90.25,31862.25,109.5,297.5,119
Apache Commons Collections,org.apache.commons.collections4.functors,NullPredicate,0,15,0,2,0,4,0,5,0,4,1,1,5,870.25,22201,31862.25,267.5,297,118.5
Apache Commons Collections,org.apache.commons.collections4.functors,InstanceofPredicate,8,18,1,1,2,6,2,3,1,3,0.692307692,0.5,5,484,4356,7744,52,30,118
Apache Commons Collections,org.apache.commons.collections4.functors,AbstractQuantifierPredicate,4,6,0,0,1,3,1,1,1,1,0.6,0.81,2,9216,25,10201,36,132,31
Apache Commons Collections,org.apache.commons.collections4.functors,AnyPredicate,4,67,1,11,1,17,1,9,0,4,0.943661972,0.916666667,10,5625,3025,400,149,224,204
Apache Commons Collections,org.apache.commons.collections4.functors,IdentityPredicate,3,23,0,4,1,7,1,5,1,3,0.884615385,1,6,34040.25,930.25,23716,109,293.5,139.5
Apache Commons Collections,org.apache.commons.collections4.functors,IfTransformer,14,66,2,10,4,17,5,8,3,4,0.825,0.833333333,13,11449,21170.25,1482.25,90,197,235.5
Apache Commons Collections,org.apache.commons.collections4.functors,CatchAndRethrowClosure,0,17,0,0,0,8,0,2,0,2,1,0.81,2,17030.25,53592.25,10201,262,131.5,30.5
Apache Commons Collections,org.apache.commons.collections4.functors,PredicateTransformer,3,24,0,2,1,7,1,4,1,3,0.888888889,1,5,32041,12.25,30800.25,112,291,115.5
Apache Commons Collections,org.apache.commons.collections4.functors,ExceptionFactory,0,14,0,0,0,4,0,4,0,4,1,0.81,4,16770.25,29070.25,1681,260.5,131,90
Apache Commons Collections,org.apache.commons.collections4.functors,SwitchTransformer,13,159,2,24,3,36,5,16,3,5,0.924418605,0.923076923,21,8100,25122.25,4692.25,136,226,294.5
Apache Commons Collections,org.apache.commons.collections4.functors,EqualPredicate,3,48,0,6,1,15,1,8,1,5,0.941176471,1,9,21025,1681,10816,143.5,288.5,184.5
Apache Commons Collections,org.apache.commons.collections4.functors,NullIsExceptionPredicate,8,30,0,4,1,9,1,5,1,3,0.789473684,1,6,44521,3481,23104,77,288,136
Apache Commons Collections,org.apache.commons.collections4.functors,ConstantTransformer,43,31,11,3,9,11,8,7,2,6,0.418918919,0.214285714,15,1,54289,54756,16,15,249
Apache Commons Collections,org.apache.commons.collections4.functors,InstantiateFactory,23,108,5,17,7,27,5,11,0,5,0.824427481,0.772727273,16,625,29412.25,38612.25,87,62,258.5
Apache Commons Collections,org.apache.commons.collections4.functors,NullIsFalsePredicate,8,27,0,4,1,9,1,5,1,3,0.771428571,1,6,46872.25,4422.25,22500,69,285.5,135.5
Apache Commons Collections,org.apache.commons.collections4.functors,PrototypeFactory,0,66,0,4,0,13,0,3,0,1,1,1,3,961,36100,48841,254,285,64
Apache Commons Collections,org.apache.commons.collections4.functors,NOPTransformer,0,11,0,0,0,4,0,4,0,4,1,0.81,4,15625,27225,1600,253.5,128.5,88.5
Apache Commons Collections,org.apache.commons.collections4.functors,CloneTransformer,0,15,0,2,0,5,0,4,0,3,1,1,4,930.25,27225,38220.25,253,283.5,88
Apache Commons Collections,org.apache.commons.collections4.functors,DefaultEquator,4,25,2,6,1,4,3,6,1,4,0.862068966,0.75,9,1936,6084,14884,101,57,179
Apache Commons Collections,org.apache.commons.collections4.functors,PrototypeFactory.PrototypeCloneFactory,33,20,1,1,10,6,2,2,1,2,0.377358491,0.5,4,272.25,5700.25,3481,12,28.5,87.5
Apache Commons Collections,org.apache.commons.collections4.functors,ChainedClosure,4,91,0,12,1,23,1,11,1,5,0.957894737,1,12,18225,4830.25,4290.25,146,281,215.5
Apache Commons Collections,org.apache.commons.collections4.functors,ConstantFactory,3,24,0,2,1,8,1,5,1,4,0.888888889,1,6,30625,650.25,22350.25,105.5,280.5,131
Apache Commons Collections,org.apache.commons.collections4.functors,ClosureTransformer,3,24,0,2,1,8,1,4,1,3,0.888888889,1,5,30625,25,28900,105,280,110
Apache Commons Collections,org.apache.commons.collections4.functors,FalsePredicate,0,11,0,0,0,4,0,4,0,4,1,0.81,4,14762.25,25760.25,1521,247.5,126,87
Apache Commons Collections,org.apache.commons.collections4.functors,NullIsTruePredicate,8,27,0,4,1,9,1,5,1,3,0.771428571,1,6,44521,3721,22500,67.5,278.5,128.5
Apache Commons Collections,org.apache.commons.collections4.functors,InvokerTransformer,45,133,4,24,6,28,4,15,0,5,0.747191011,0.857142857,19,17424,43056.25,5700.25,62,194,269.5
Apache Commons Collections,org.apache.commons.collections4.functors,FunctorUtils,10,174,3,27,5,36,5,20,2,8,0.945652174,0.9,25,5041,22801,6400,134,205,285
Apache Commons Collections,org.apache.commons.collections4.functors,TransformedPredicate,16,34,1,3,3,10,3,4,2,3,0.68,0.75,7,72.25,9312.25,7744,47,55.5,143.5
Apache Commons Collections,org.apache.commons.collections4.functors,SwitchClosure,13,154,2,22,3,35,5,15,3,5,0.922155689,0.916666667,20,7832.25,22500,3782.25,123,211.5,273
Apache Commons Collections,org.apache.commons.collections4.functors,ExceptionClosure,0,14,0,0,0,4,0,4,0,4,1,0.81,4,13806.25,24180.25,1444,242,124.5,86.5
Apache Commons Collections,org.apache.commons.collections4.functors,IfClosure,25,45,3,5,7,13,7,5,4,4,0.642857143,0.625,12,9,29241,28224,38,41,209
Apache Commons Collections,org.apache.commons.collections4.functors,OnePredicate,4,60,1,9,1,16,1,8,0,4,0.9375,0.9,9,5402.25,1892.25,900,128,201.5,171.5
Apache Commons Collections,org.apache.commons.collections4.functors,ComparatorPredicate.new Object() {...},5,35,0,0,0,1,0,1,0,1,0.875,0.81,1,729,8372.25,14042.25,96,123,4.5
Apache Commons Collections,org.apache.commons.collections4.functors,AndPredicate,13,38,1,7,1,8,2,6,1,3,0.745098039,0.875,8,17556.25,9506.25,1225,59,191.5,156.5
Apache Commons Collections,org.apache.commons.collections4.functors,AllPredicate,0,73,0,12,0,18,0,10,0,4,1,1,10,992.25,3025,7482.25,237.5,269,182.5
Apache Commons Collections,org.apache.commons.collections4.functors,TruePredicate,0,11,0,0,0,4,0,4,0,4,1,0.81,4,13110.25,23104,1406.25,237,122.5,85
