GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons IO,org.apache.commons.io.filefilter,RegexFileFilter,0,72,2,10,0,24,2,9,0,5
Apache Commons IO,org.apache.commons.io.filefilter,NotFileFilter,0,48,0,6,0,8,0,7,0,4
Apache Commons IO,org.apache.commons.io.filefilter,SizeFileFilter,0,68,0,10,0,12,0,9,0,4
Apache Commons IO,org.apache.commons.io.filefilter,SuffixFileFilter,6,191,4,22,0,44,4,18,0,9
Apache Commons IO,org.apache.commons.io.filefilter,AndFileFilter,11,167,2,24,3,44,3,20,1,9
Apache Commons IO,org.apache.commons.io.filefilter,MagicNumberFileFilter,39,182,10,22,1,42,8,14,0,6
Apache Commons IO,org.apache.commons.io.filefilter,WildcardFilter,4,122,2,18,2,26,2,13,0,5
Apache Commons IO,org.apache.commons.io.filefilter,FileFileFilter,0,11,0,0,0,4,0,3,0,3
Apache Commons IO,org.apache.commons.io.filefilter,AgeFileFilter,0,76,0,6,0,18,0,11,0,8
Apache Commons IO,org.apache.commons.io.filefilter,CanExecuteFileFilter,0,16,0,0,0,5,0,3,0,3
Apache Commons IO,org.apache.commons.io.filefilter,DirectoryFileFilter,0,13,0,0,0,5,0,3,0,3
Apache Commons IO,org.apache.commons.io.filefilter,FalseFileFilter,0,14,0,0,0,6,0,4,0,4
Apache Commons IO,org.apache.commons.io.filefilter,CanWriteFileFilter,0,16,0,0,0,5,0,3,0,3
Apache Commons IO,org.apache.commons.io.filefilter,FileFilterUtils,17,415,1,33,3,80,3,58,2,42
Apache Commons IO,org.apache.commons.io.filefilter,OrFileFilter,2,164,3,19,0,43,3,18,0,10
Apache Commons IO,org.apache.commons.io.filefilter,CanReadFileFilter,0,22,0,0,0,6,0,3,0,3
Apache Commons IO,org.apache.commons.io.filefilter,EmptyFileFilter,0,37,1,7,0,8,1,6,0,3
Apache Commons IO,org.apache.commons.io.filefilter,NameFileFilter,1,196,2,24,0,44,2,20,0,9
Apache Commons IO,org.apache.commons.io.comparator,NameFileComparator,0,69,0,2,0,14,0,6,0,5
Apache Commons IO,org.apache.commons.io.comparator,CompositeFileComparator,0,137,0,14,0,31,0,12,0,5
Apache Commons IO,org.apache.commons.io.comparator,DirectoryFileComparator,0,28,0,2,0,5,0,5,0,4
Apache Commons IO,org.apache.commons.io.comparator,DefaultFileComparator,0,17,0,0,0,4,0,3,0,3
Apache Commons IO,org.apache.commons.io.comparator,SizeFileComparator,0,105,2,14,0,25,2,11,0,5
Apache Commons IO,org.apache.commons.io.comparator,LastModifiedFileComparator,0,33,0,4,0,9,0,5,0,3
Apache Commons IO,org.apache.commons.io.comparator,ReverseComparator,5,30,1,1,1,6,1,3,0,3
Apache Commons IO,org.apache.commons.io.comparator,PathFileComparator,0,69,0,2,0,14,0,6,0,5
Apache Commons IO,org.apache.commons.io.comparator,AbstractFileComparator,0,21,0,4,0,8,0,6,0,4
Apache Commons IO,org.apache.commons.io.comparator,ExtensionFileComparator,0,75,0,2,0,16,0,6,0,5
